# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -d -v /dev/sr0 image.iso image.log
# Start time:   2015-10-15 10:34:38
# Current time: 2015-10-15 11:43:51
# Scraping failed blocks... (forwards)
# current_pos  current_status
0xEAFDD000     /
#      pos        size  status
0xDBE52000  0x00000800  -
0xDBE52800  0x00000800  +
0xDBE53000  0x00000800  -
0xDBE53800  0x00000800  +
0xDBE54000  0x00000800  -
0xDBE54800  0x00000800  +
0xDBE55000  0x00000800  -
0xDBE55800  0x00000800  +
0xDBE56000  0x00000800  -
0xDBE56800  0x00000800  +
0xDBE57000  0x00000800  -
0xDBE57800  0x00000800  +
0xDBE58000  0x00000800  -
0xDBE58800  0x00000800  +
0xDBE59000  0x00000800  -
0xDBE59800  0x00000800  +
0xDBE5A000  0x00000800  -
0xDBE5A800  0x00000800  +
0xDBE5B000  0x00000800  -
0xDBE5B800  0x00000800  +
0xDBE5C000  0x00000800  -
0xDBE5C800  0x00000800  +
0xDBE5D000  0x00000800  -
0xDBE5D800  0x00000800  +
0xDBE5E000  0x00000800  -
0xDBE5E800  0x00000800  +
0xDBE5F000  0x00000800  -
0xDBE5F800  0x00000800  +
0xDBE60000  0x00000800  -
0xDBE60800  0x00000800  +
0xDBE61000  0x00000800  -
0xDBE61800  0x00000800  +
0xDBE62000  0x00000800  -
0xDBE62800  0x00000800  +
0xDBE63000  0x00000800  -
0xDBE63800  0x00000800  +
0xDBE64000  0x00000800  -
0xDBE64800  0x00000800  +
0xDBE65000  0x00000800  -
0xDBE65800  0x00000800  +
0xDBE66000  0x00000800  -
0xDBE66800  0x00000800  +
0xDBE67000  0x00000800  -
0xDBE67800  0x00000800  +
0xDBE68000  0x00000800  -
0xDBE68800  0x00000800  +
0xDBE69000  0x00000800  -
0xDBE69800  0x00000800  +
0xDBE6A000  0x00000800  -
0xDBE6A800  0x00000800  +
0xDBE6B000  0x00000800  -
0xDBE6B800  0x00000800  +
0xDBE6C000  0x00000800  -
0xDBE6C800  0x00000800  +
0xDBE6D000  0x00000800  -
0xDBE6D800  0x00000800  +
0xDBE6E000  0x00000800  -
0xDBE6E800  0x00000800  +
0xDBE6F000  0x00000800  -
0xDBE6F800  0x00000800  +
0xDBE70000  0x00000800  -
0xDBE70800  0x00000800  +
0xDBE71000  0x00000800  -
0xDBE71800  0x00000800  +
0xDBE72000  0x00000800  -
0xDBE72800  0x00000800  +
0xDBE73000  0x00000800  -
0xDBE73800  0x00000800  +
0xDBE74000  0x00000800  -
0xDBE74800  0x00000800  +
0xDBE75000  0x00000800  -
0xDBE75800  0x00000800  +
0xDBE76000  0x00000800  -
0xDBE76800  0x00000800  +
0xDBE77000  0x00000800  -
0xDBE77800  0x00000800  +
0xDBE78000  0x00000800  -
0xDBE78800  0x00000800  +
0xDBE79000  0x00000800  -
0xDBE79800  0x00000800  +
0xDBE7A000  0x00000800  -
0xDBE7A800  0x00000800  +
0xDBE7B000  0x00000800  -
0xDBE7B800  0x00000800  +
0xDBE7C000  0x00000800  -
0xDBE7C800  0x00000800  +
0xDBE7D000  0x00001000  -
0xDBE7E000  0x0003F000  +
0xDBEBD000  0x00000800  -
0xDBEBD800  0x00000800  +
0xDBEBE000  0x00000800  -
0xDBEBE800  0x00000800  +
0xDBEBF000  0x00000800  -
0xDBEBF800  0x00000800  +
0xDBEC0000  0x00000800  -
0xDBEC0800  0x00000800  +
0xDBEC1000  0x00000800  -
0xDBEC1800  0x00000800  +
0xDBEC2000  0x00000800  -
0xDBEC2800  0x00000800  +
0xDBEC3000  0x00000800  -
0xDBEC3800  0x00000800  +
0xDBEC4000  0x00000800  -
0xDBEC4800  0x00000800  +
0xDBEC5000  0x00000800  -
0xDBEC5800  0x00000800  +
0xDBEC6000  0x00000800  -
0xDBEC6800  0x00000800  +
0xDBEC7000  0x00000800  -
0xDBEC7800  0x00000800  +
0xDBEC8000  0x00000800  -
0xDBEC8800  0x00000800  +
0xDBEC9000  0x00000800  -
0xDBEC9800  0x00000800  +
0xDBECA000  0x00000800  -
0xDBECA800  0x00000800  +
0xDBECB000  0x00000800  -
0xDBECB800  0x00000800  +
0xDBECC000  0x00000800  -
0xDBECC800  0x00000800  +
0xDBECD000  0x00000800  -
0xDBECD800  0x00000800  +
0xDBECE000  0x00000800  -
0xDBECE800  0x00000800  +
0xDBECF000  0x00000800  -
0xDBECF800  0x00000800  +
0xDBED0000  0x00000800  -
0xDBED0800  0x00000800  +
0xDBED1000  0x00000800  -
0xDBED1800  0x00000800  +
0xDBED2000  0x00000800  -
0xDBED2800  0x00000800  +
0xDBED3000  0x00000800  -
0xDBED3800  0x00000800  +
0xDBED4000  0x00000800  -
0xDBED4800  0x00000800  +
0xDBED5000  0x00000800  -
0xDBED5800  0x00000800  +
0xDBED6000  0x00000800  -
0xDBED6800  0x00000800  +
0xDBED7000  0x00000800  -
0xDBED7800  0x00000800  +
0xDBED8000  0x00000800  -
0xDBED8800  0x00000800  +
0xDBED9000  0x00000800  -
0xDBED9800  0x00000800  +
0xDBEDA000  0x00000800  -
0xDBEDA800  0x00000800  +
0xDBEDB000  0x00000800  -
0xDBEDB800  0x00000800  +
0xDBEDC000  0x00000800  -
0xDBEDC800  0x00000800  +
0xDBEDD000  0x00000800  -
0xDBEDD800  0x00000800  +
0xDBEDE000  0x00000800  -
0xDBEDE800  0x00000800  +
0xDBEDF000  0x00000800  -
0xDBEDF800  0x00000800  +
0xDBEE0000  0x00000800  -
0xDBEE0800  0x00000800  +
0xDBEE1000  0x00000800  -
0xDBEE1800  0x00000800  +
0xDBEE2000  0x00000800  -
0xDBEE2800  0x00000800  +
0xDBEE3000  0x00000800  -
0xDBEE3800  0x00000800  +
0xDBEE4000  0x00000800  -
0xDBEE4800  0x00000800  +
0xDBEE5000  0x00000800  -
0xDBEE5800  0x00000800  +
0xDBEE6000  0x00000800  -
0xDBEE6800  0x00000800  +
0xDBEE7000  0x00000800  -
0xDBEE7800  0x00000800  +
0xDBEE8000  0x00000800  -
0xDBEE8800  0x00000800  +
0xDBEE9000  0x00000800  -
0xDBEE9800  0x00000800  +
0xDBEEA000  0x00000800  -
0xDBEEA800  0x00000800  +
0xDBEEB000  0x00000800  -
0xDBEEB800  0x00000800  +
0xDBEEC000  0x00000800  -
0xDBEEC800  0x00000800  +
0xDBEED000  0x00000800  -
0xDBEED800  0x00000800  +
0xDBEEE000  0x00000800  -
0xDBEEE800  0x00000800  +
0xDBEEF000  0x00000800  -
0xDBEEF800  0x00000800  +
0xDBEF0000  0x00000800  -
0xDBEF0800  0x00000800  +
0xDBEF1000  0x00000800  -
0xDBEF1800  0x00000800  +
0xDBEF2000  0x00000800  -
0xDBEF2800  0x00000800  +
0xDBEF3000  0x00000800  -
0xDBEF3800  0x00000800  +
0xDBEF4000  0x00000800  -
0xDBEF4800  0x00000800  +
0xDBEF5000  0x00000800  -
0xDBEF5800  0x00000800  +
0xDBEF6000  0x00000800  -
0xDBEF6800  0x00000800  +
0xDBEF7000  0x00000800  -
0xDBEF7800  0x00000800  +
0xDBEF8000  0x00000800  -
0xDBEF8800  0x00000800  +
0xDBEF9000  0x00000800  -
0xDBEF9800  0x00000800  +
0xDBEFA000  0x00000800  -
0xDBEFA800  0x00000800  +
0xDBEFB000  0x00000800  -
0xDBEFB800  0x00000800  +
0xDBEFC000  0x00000800  -
0xDBEFC800  0x00000800  +
0xDBEFD000  0x00000800  -
0xDBEFD800  0x00000800  +
0xDBEFE000  0x00000800  -
0xDBEFE800  0x00000800  +
0xDBEFF000  0x00000800  -
0xDBEFF800  0x00000800  +
0xDBF00000  0x00000800  -
0xDBF00800  0x00000800  +
0xDBF01000  0x00000800  -
0xDBF01800  0x00000800  +
0xDBF02000  0x00000800  -
0xDBF02800  0x00000800  +
0xDBF03000  0x00000800  -
0xDBF03800  0x00000800  +
0xDBF04000  0x00000800  -
0xDBF04800  0x00000800  +
0xDBF05000  0x00000800  -
0xDBF05800  0x00000800  +
0xDBF06000  0x00000800  -
0xDBF06800  0x00000800  +
0xDBF07000  0x00001000  -
0xDBF08000  0x0003F000  +
0xDBF47000  0x00000800  -
0xDBF47800  0x00000800  +
0xDBF48000  0x00000800  -
0xDBF48800  0x00000800  +
0xDBF49000  0x00000800  -
0xDBF49800  0x00000800  +
0xDBF4A000  0x00000800  -
0xDBF4A800  0x00000800  +
0xDBF4B000  0x00000800  -
0xDBF4B800  0x00000800  +
0xDBF4C000  0x00000800  -
0xDBF4C800  0x00000800  +
0xDBF4D000  0x00000800  -
0xDBF4D800  0x00000800  +
0xDBF4E000  0x00000800  -
0xDBF4E800  0x00000800  +
0xDBF4F000  0x00000800  -
0xDBF4F800  0x00000800  +
0xDBF50000  0x00000800  -
0xDBF50800  0x00000800  +
0xDBF51000  0x00000800  -
0xDBF51800  0x00000800  +
0xDBF52000  0x00000800  -
0xDBF52800  0x00000800  +
0xDBF53000  0x00000800  -
0xDBF53800  0x00000800  +
0xDBF54000  0x00000800  -
0xDBF54800  0x00000800  +
0xDBF55000  0x00000800  -
0xDBF55800  0x00000800  +
0xDBF56000  0x00000800  -
0xDBF56800  0x00000800  +
0xDBF57000  0x00000800  -
0xDBF57800  0x00000800  +
0xDBF58000  0x00000800  -
0xDBF58800  0x00000800  +
0xDBF59000  0x00000800  -
0xDBF59800  0x00000800  +
0xDBF5A000  0x00000800  -
0xDBF5A800  0x00000800  +
0xDBF5B000  0x00000800  -
0xDBF5B800  0x00000800  +
0xDBF5C000  0x00000800  -
0xDBF5C800  0x00000800  +
0xDBF5D000  0x00000800  -
0xDBF5D800  0x00000800  +
0xDBF5E000  0x00000800  -
0xDBF5E800  0x00000800  +
0xDBF5F000  0x00000800  -
0xDBF5F800  0x00000800  +
0xDBF60000  0x00000800  -
0xDBF60800  0x00000800  +
0xDBF61000  0x00000800  -
0xDBF61800  0x00000800  +
0xDBF62000  0x00000800  -
0xDBF62800  0x00000800  +
0xDBF63000  0x00000800  -
0xDBF63800  0x00000800  +
0xDBF64000  0x00000800  -
0xDBF64800  0x00000800  +
0xDBF65000  0x00000800  -
0xDBF65800  0x00000800  +
0xDBF66000  0x00000800  -
0xDBF66800  0x00000800  +
0xDBF67000  0x00000800  -
0xDBF67800  0x00000800  +
0xDBF68000  0x00000800  -
0xDBF68800  0x00000800  +
0xDBF69000  0x00000800  -
0xDBF69800  0x00000800  +
0xDBF6A000  0x00000800  -
0xDBF6A800  0x00000800  +
0xDBF6B000  0x00000800  -
0xDBF6B800  0x00000800  +
0xDBF6C000  0x00000800  -
0xDBF6C800  0x00000800  +
0xDBF6D000  0x00000800  -
0xDBF6D800  0x00000800  +
0xDBF6E000  0x00000800  -
0xDBF6E800  0x00000800  +
0xDBF6F000  0x00000800  -
0xDBF6F800  0x00000800  +
0xDBF70000  0x00000800  -
0xDBF70800  0x00000800  +
0xDBF71000  0x00000800  -
0xDBF71800  0x00000800  +
0xDBF72000  0x00000800  -
0xDBF72800  0x00000800  +
0xDBF73000  0x00000800  -
0xDBF73800  0x00000800  +
0xDBF74000  0x00000800  -
0xDBF74800  0x00000800  +
0xDBF75000  0x00000800  -
0xDBF75800  0x00000800  +
0xDBF76000  0x00000800  -
0xDBF76800  0x00000800  +
0xDBF77000  0x00000800  -
0xDBF77800  0x00000800  +
0xDBF78000  0x00000800  -
0xDBF78800  0x00000800  +
0xDBF79000  0x00000800  -
0xDBF79800  0x00000800  +
0xDBF7A000  0x00000800  -
0xDBF7A800  0x00000800  +
0xDBF7B000  0x00000800  -
0xDBF7B800  0x00000800  +
0xDBF7C000  0x00000800  -
0xDBF7C800  0x00000800  +
0xDBF7D000  0x00000800  -
0xDBF7D800  0x00000800  +
0xDBF7E000  0x00000800  -
0xDBF7E800  0x00000800  +
0xDBF7F000  0x00000800  -
0xDBF7F800  0x00000800  +
0xDBF80000  0x00000800  -
0xDBF80800  0x00000800  +
0xDBF81000  0x00000800  -
0xDBF81800  0x00000800  +
0xDBF82000  0x00000800  -
0xDBF82800  0x00000800  +
0xDBF83000  0x00000800  -
0xDBF83800  0x00000800  +
0xDBF84000  0x00000800  -
0xDBF84800  0x00000800  +
0xDBF85000  0x00000800  -
0xDBF85800  0x00000800  +
0xDBF86000  0x00000800  -
0xDBF86800  0x00000800  +
0xDBF87000  0x00000800  -
0xDBF87800  0x00000800  +
0xDBF88000  0x00000800  -
0xDBF88800  0x00000800  +
0xDBF89000  0x00000800  -
0xDBF89800  0x00000800  +
0xDBF8A000  0x00000800  -
0xDBF8A800  0x00000800  +
0xDBF8B000  0x00000800  -
0xDBF8B800  0x00000800  +
0xDBF8C000  0x00000800  -
0xDBF8C800  0x00000800  +
0xDBF8D000  0x00000800  -
0xDBF8D800  0x00000800  +
0xDBF8E000  0x00000800  -
0xDBF8E800  0x00000800  +
0xDBF8F000  0x00000800  -
0xDBF8F800  0x00000800  +
0xDBF90000  0x00000800  -
0xDBF90800  0x00000800  +
0xDBF91000  0x00001000  -
0xDBF92000  0x0003A000  +
0xDBFCC000  0x00000800  -
0xDBFCC800  0x00000800  +
0xDBFCD000  0x00000800  -
0xDBFCD800  0x00000800  +
0xDBFCE000  0x00000800  -
0xDBFCE800  0x00000800  +
0xDBFCF000  0x00000800  -
0xDBFCF800  0x00000800  +
0xDBFD0000  0x00000800  -
0xDBFD0800  0x00000800  +
0xDBFD1000  0x00000800  -
0xDBFD1800  0x00000800  +
0xDBFD2000  0x00000800  -
0xDBFD2800  0x00000800  +
0xDBFD3000  0x00000800  -
0xDBFD3800  0x00000800  +
0xDBFD4000  0x00000800  -
0xDBFD4800  0x00000800  +
0xDBFD5000  0x00000800  -
0xDBFD5800  0x00000800  +
0xDBFD6000  0x00000800  -
0xDBFD6800  0x00000800  +
0xDBFD7000  0x00000800  -
0xDBFD7800  0x00000800  +
0xDBFD8000  0x00000800  -
0xDBFD8800  0x00000800  +
0xDBFD9000  0x00000800  -
0xDBFD9800  0x00000800  +
0xDBFDA000  0x00000800  -
0xDBFDA800  0x00000800  +
0xDBFDB000  0x00000800  -
0xDBFDB800  0x00000800  +
0xDBFDC000  0x00000800  -
0xDBFDC800  0x00000800  +
0xDBFDD000  0x00000800  -
0xDBFDD800  0x00000800  +
0xDBFDE000  0x00000800  -
0xDBFDE800  0x00000800  +
0xDBFDF000  0x00000800  -
0xDBFDF800  0x00000800  +
0xDBFE0000  0x00000800  -
0xDBFE0800  0x00000800  +
0xDBFE1000  0x00000800  -
0xDBFE1800  0x00000800  +
0xDBFE2000  0x00000800  -
0xDBFE2800  0x00000800  +
0xDBFE3000  0x00000800  -
0xDBFE3800  0x00000800  +
0xDBFE4000  0x00000800  -
0xDBFE4800  0x00000800  +
0xDBFE5000  0x00000800  -
0xDBFE5800  0x00000800  +
0xDBFE6000  0x00000800  -
0xDBFE6800  0x00000800  +
0xDBFE7000  0x00000800  -
0xDBFE7800  0x00000800  +
0xDBFE8000  0x00000800  -
0xDBFE8800  0x00000800  +
0xDBFE9000  0x00000800  -
0xDBFE9800  0x00000800  +
0xDBFEA000  0x00000800  -
0xDBFEA800  0x00000800  +
0xDBFEB000  0x00000800  -
0xDBFEB800  0x00000800  +
0xDBFEC000  0x00000800  -
0xDBFEC800  0x00000800  +
0xDBFED000  0x00000800  -
0xDBFED800  0x00000800  +
0xDBFEE000  0x00000800  -
0xDBFEE800  0x00000800  +
0xDBFEF000  0x00000800  -
0xDBFEF800  0x00000800  +
0xDBFF0000  0x00000800  -
0xDBFF0800  0x00000800  +
0xDBFF1000  0x00000800  -
0xDBFF1800  0x00000800  +
0xDBFF2000  0x00000800  -
0xDBFF2800  0x00000800  +
0xDBFF3000  0x00000800  -
0xDBFF3800  0x00000800  +
0xDBFF4000  0x00000800  -
0xDBFF4800  0x00000800  +
0xDBFF5000  0x00000800  -
0xDBFF5800  0x00000800  +
0xDBFF6000  0x00000800  -
0xDBFF6800  0x00000800  +
0xDBFF7000  0x00000800  -
0xDBFF7800  0x00000800  +
0xDBFF8000  0x00000800  -
0xDBFF8800  0x00000800  +
0xDBFF9000  0x00000800  -
0xDBFF9800  0x00000800  +
0xDBFFA000  0x00000800  -
0xDBFFA800  0x00000800  +
0xDBFFB000  0x00000800  -
0xDBFFB800  0x00000800  +
0xDBFFC000  0x00000800  -
0xDBFFC800  0x00000800  +
0xDBFFD000  0x00000800  -
0xDBFFD800  0x00000800  +
0xDBFFE000  0x00000800  -
0xDBFFE800  0x00000800  +
0xDBFFF000  0x00000800  -
0xDBFFF800  0x00000800  +
0xDC000000  0x00000800  -
0xDC000800  0x00000800  +
0xDC001000  0x00000800  -
0xDC001800  0x00000800  +
0xDC002000  0x00000800  -
0xDC002800  0x00000800  +
0xDC003000  0x00000800  -
0xDC003800  0x00000800  +
0xDC004000  0x00000800  -
0xDC004800  0x00000800  +
0xDC005000  0x00000800  -
0xDC005800  0x00000800  +
0xDC006000  0x00000800  -
0xDC006800  0x00000800  +
0xDC007000  0x00000800  -
0xDC007800  0x00000800  +
0xDC008000  0x00000800  -
0xDC008800  0x00000800  +
0xDC009000  0x00000800  -
0xDC009800  0x00000800  +
0xDC00A000  0x00000800  -
0xDC00A800  0x00000800  +
0xDC00B000  0x00000800  -
0xDC00B800  0x00000800  +
0xDC00C000  0x00000800  -
0xDC00C800  0x00000800  +
0xDC00D000  0x00000800  -
0xDC00D800  0x00000800  +
0xDC00E000  0x00000800  -
0xDC00E800  0x00000800  +
0xDC00F000  0x00000800  -
0xDC00F800  0x00000800  +
0xDC010000  0x00000800  -
0xDC010800  0x00000800  +
0xDC011000  0x00000800  -
0xDC011800  0x00000800  +
0xDC012000  0x00000800  -
0xDC012800  0x00000800  +
0xDC013000  0x00000800  -
0xDC013800  0x00000800  +
0xDC014000  0x00000800  -
0xDC014800  0x00000800  +
0xDC015000  0x00000800  -
0xDC015800  0x00000800  +
0xDC016000  0x00001000  -
0xDC017000  0x00042000  +
0xDC059000  0x00001000  -
0xDC05A000  0x00000800  +
0xDC05A800  0x00000800  -
0xDC05B000  0x00000800  +
0xDC05B800  0x00000800  -
0xDC05C000  0x00000800  +
0xDC05C800  0x00000800  -
0xDC05D000  0x00000800  +
0xDC05D800  0x00000800  -
0xDC05E000  0x00000800  +
0xDC05E800  0x00000800  -
0xDC05F000  0x00000800  +
0xDC05F800  0x00000800  -
0xDC060000  0x00000800  +
0xDC060800  0x00000800  -
0xDC061000  0x00000800  +
0xDC061800  0x00000800  -
0xDC062000  0x00000800  +
0xDC062800  0x00000800  -
0xDC063000  0x00000800  +
0xDC063800  0x00000800  -
0xDC064000  0x00000800  +
0xDC064800  0x00000800  -
0xDC065000  0x00000800  +
0xDC065800  0x00000800  -
0xDC066000  0x00000800  +
0xDC066800  0x00000800  -
0xDC067000  0x00000800  +
0xDC067800  0x00000800  -
0xDC068000  0x00000800  +
0xDC068800  0x00000800  -
0xDC069000  0x00000800  +
0xDC069800  0x00000800  -
0xDC06A000  0x00000800  +
0xDC06A800  0x00000800  -
0xDC06B000  0x00000800  +
0xDC06B800  0x00000800  -
0xDC06C000  0x00000800  +
0xDC06C800  0x00000800  -
0xDC06D000  0x00000800  +
0xDC06D800  0x00000800  -
0xDC06E000  0x00000800  +
0xDC06E800  0x00000800  -
0xDC06F000  0x00000800  +
0xDC06F800  0x00000800  -
0xDC070000  0x00000800  +
0xDC070800  0x00000800  -
0xDC071000  0x00000800  +
0xDC071800  0x00000800  -
0xDC072000  0x00000800  +
0xDC072800  0x00000800  -
0xDC073000  0x00000800  +
0xDC073800  0x00000800  -
0xDC074000  0x00000800  +
0xDC074800  0x00000800  -
0xDC075000  0x00000800  +
0xDC075800  0x00000800  -
0xDC076000  0x00000800  +
0xDC076800  0x00000800  -
0xDC077000  0x00000800  +
0xDC077800  0x00000800  -
0xDC078000  0x00000800  +
0xDC078800  0x00000800  -
0xDC079000  0x00000800  +
0xDC079800  0x00000800  -
0xDC07A000  0x00000800  +
0xDC07A800  0x00000800  -
0xDC07B000  0x00000800  +
0xDC07B800  0x00000800  -
0xDC07C000  0x00000800  +
0xDC07C800  0x00000800  -
0xDC07D000  0x00000800  +
0xDC07D800  0x00000800  -
0xDC07E000  0x00000800  +
0xDC07E800  0x00000800  -
0xDC07F000  0x00000800  +
0xDC07F800  0x00000800  -
0xDC080000  0x00000800  +
0xDC080800  0x00000800  -
0xDC081000  0x00000800  +
0xDC081800  0x00000800  -
0xDC082000  0x00000800  +
0xDC082800  0x00000800  -
0xDC083000  0x00000800  +
0xDC083800  0x00000800  -
0xDC084000  0x00000800  +
0xDC084800  0x00000800  -
0xDC085000  0x00000800  +
0xDC085800  0x00000800  -
0xDC086000  0x00000800  +
0xDC086800  0x00000800  -
0xDC087000  0x00000800  +
0xDC087800  0x00000800  -
0xDC088000  0x00000800  +
0xDC088800  0x00000800  -
0xDC089000  0x00000800  +
0xDC089800  0x00000800  -
0xDC08A000  0x00000800  +
0xDC08A800  0x00000800  -
0xDC08B000  0x00000800  +
0xDC08B800  0x00000800  -
0xDC08C000  0x00000800  +
0xDC08C800  0x00000800  -
0xDC08D000  0x00000800  +
0xDC08D800  0x00000800  -
0xDC08E000  0x00000800  +
0xDC08E800  0x00000800  -
0xDC08F000  0x00000800  +
0xDC08F800  0x00000800  -
0xDC090000  0x00000800  +
0xDC090800  0x00000800  -
0xDC091000  0x00000800  +
0xDC091800  0x00000800  -
0xDC092000  0x00000800  +
0xDC092800  0x00000800  -
0xDC093000  0x00000800  +
0xDC093800  0x00000800  -
0xDC094000  0x00000800  +
0xDC094800  0x00000800  -
0xDC095000  0x00000800  +
0xDC095800  0x00000800  -
0xDC096000  0x00000800  +
0xDC096800  0x00000800  -
0xDC097000  0x00000800  +
0xDC097800  0x00000800  -
0xDC098000  0x00000800  +
0xDC098800  0x00000800  -
0xDC099000  0x00000800  +
0xDC099800  0x00000800  -
0xDC09A000  0x00000800  +
0xDC09A800  0x00000800  -
0xDC09B000  0x00000800  +
0xDC09B800  0x00000800  -
0xDC09C000  0x00000800  +
0xDC09C800  0x00000800  -
0xDC09D000  0x00000800  +
0xDC09D800  0x00000800  -
0xDC09E000  0x00000800  +
0xDC09E800  0x00000800  -
0xDC09F000  0x00000800  +
0xDC09F800  0x00000800  -
0xDC0A0000  0x00000800  +
0xDC0A0800  0x00000800  -
0xDC0A1000  0x00000800  +
0xDC0A1800  0x00000800  -
0xDC0A2000  0x00000800  +
0xDC0A2800  0x00000800  -
0xDC0A3000  0x00000800  +
0xDC0A3800  0x00000800  -
0xDC0A4000  0x00041000  +
0xDC0E5000  0x00000800  -
0xDC0E5800  0x00000800  +
0xDC0E6000  0x00000800  -
0xDC0E6800  0x00000800  +
0xDC0E7000  0x00000800  -
0xDC0E7800  0x00000800  +
0xDC0E8000  0x00000800  -
0xDC0E8800  0x00000800  +
0xDC0E9000  0x00000800  -
0xDC0E9800  0x00000800  +
0xDC0EA000  0x00000800  -
0xDC0EA800  0x00000800  +
0xDC0EB000  0x00000800  -
0xDC0EB800  0x00000800  +
0xDC0EC000  0x00000800  -
0xDC0EC800  0x00000800  +
0xDC0ED000  0x00000800  -
0xDC0ED800  0x00000800  +
0xDC0EE000  0x00000800  -
0xDC0EE800  0x00000800  +
0xDC0EF000  0x00000800  -
0xDC0EF800  0x00000800  +
0xDC0F0000  0x00000800  -
0xDC0F0800  0x00000800  +
0xDC0F1000  0x00000800  -
0xDC0F1800  0x00000800  +
0xDC0F2000  0x00000800  -
0xDC0F2800  0x00000800  +
0xDC0F3000  0x00000800  -
0xDC0F3800  0x00000800  +
0xDC0F4000  0x00000800  -
0xDC0F4800  0x00000800  +
0xDC0F5000  0x00000800  -
0xDC0F5800  0x00000800  +
0xDC0F6000  0x00000800  -
0xDC0F6800  0x00000800  +
0xDC0F7000  0x00000800  -
0xDC0F7800  0x00000800  +
0xDC0F8000  0x00000800  -
0xDC0F8800  0x00000800  +
0xDC0F9000  0x00000800  -
0xDC0F9800  0x00000800  +
0xDC0FA000  0x00000800  -
0xDC0FA800  0x00000800  +
0xDC0FB000  0x00000800  -
0xDC0FB800  0x00000800  +
0xDC0FC000  0x00000800  -
0xDC0FC800  0x00000800  +
0xDC0FD000  0x00000800  -
0xDC0FD800  0x00000800  +
0xDC0FE000  0x00000800  -
0xDC0FE800  0x00000800  +
0xDC0FF000  0x00000800  -
0xDC0FF800  0x00000800  +
0xDC100000  0x00000800  -
0xDC100800  0x00000800  +
0xDC101000  0x00000800  -
0xDC101800  0x00000800  +
0xDC102000  0x00000800  -
0xDC102800  0x00000800  +
0xDC103000  0x00000800  -
0xDC103800  0x00000800  +
0xDC104000  0x00000800  -
0xDC104800  0x00000800  +
0xDC105000  0x00000800  -
0xDC105800  0x00000800  +
0xDC106000  0x00000800  -
0xDC106800  0x00000800  +
0xDC107000  0x00000800  -
0xDC107800  0x00000800  +
0xDC108000  0x00000800  -
0xDC108800  0x00000800  +
0xDC109000  0x00000800  -
0xDC109800  0x00000800  +
0xDC10A000  0x00000800  -
0xDC10A800  0x00000800  +
0xDC10B000  0x00000800  -
0xDC10B800  0x00000800  +
0xDC10C000  0x00000800  -
0xDC10C800  0x00000800  +
0xDC10D000  0x00000800  -
0xDC10D800  0x00000800  +
0xDC10E000  0x00000800  -
0xDC10E800  0x00000800  +
0xDC10F000  0x00000800  -
0xDC10F800  0x00000800  +
0xDC110000  0x00000800  -
0xDC110800  0x00000800  +
0xDC111000  0x00000800  -
0xDC111800  0x00000800  +
0xDC112000  0x00000800  -
0xDC112800  0x00000800  +
0xDC113000  0x00000800  -
0xDC113800  0x00000800  +
0xDC114000  0x00000800  -
0xDC114800  0x00000800  +
0xDC115000  0x00000800  -
0xDC115800  0x00000800  +
0xDC116000  0x00000800  -
0xDC116800  0x00000800  +
0xDC117000  0x00000800  -
0xDC117800  0x00000800  +
0xDC118000  0x00000800  -
0xDC118800  0x00000800  +
0xDC119000  0x00000800  -
0xDC119800  0x00000800  +
0xDC11A000  0x00000800  -
0xDC11A800  0x00000800  +
0xDC11B000  0x00000800  -
0xDC11B800  0x00000800  +
0xDC11C000  0x00000800  -
0xDC11C800  0x00000800  +
0xDC11D000  0x00000800  -
0xDC11D800  0x00000800  +
0xDC11E000  0x00000800  -
0xDC11E800  0x00000800  +
0xDC11F000  0x00000800  -
0xDC11F800  0x00000800  +
0xDC120000  0x00000800  -
0xDC120800  0x00000800  +
0xDC121000  0x00000800  -
0xDC121800  0x00000800  +
0xDC122000  0x00000800  -
0xDC122800  0x00000800  +
0xDC123000  0x00000800  -
0xDC123800  0x00000800  +
0xDC124000  0x00000800  -
0xDC124800  0x00000800  +
0xDC125000  0x00000800  -
0xDC125800  0x00000800  +
0xDC126000  0x00000800  -
0xDC126800  0x00000800  +
0xDC127000  0x00000800  -
0xDC127800  0x00000800  +
0xDC128000  0x00000800  -
0xDC128800  0x00000800  +
0xDC129000  0x00000800  -
0xDC129800  0x00000800  +
0xDC12A000  0x00000800  -
0xDC12A800  0x00000800  +
0xDC12B000  0x00000800  -
0xDC12B800  0x00000800  +
0xDC12C000  0x00000800  -
0xDC12C800  0x00000800  +
0xDC12D000  0x00000800  -
0xDC12D800  0x00000800  +
0xDC12E000  0x00000800  -
0xDC12E800  0x00000800  +
0xDC12F000  0x00001000  -
0xDC130000  0x00045000  +
0xDC175000  0x00000800  -
0xDC175800  0x00000800  +
0xDC176000  0x00000800  -
0xDC176800  0x00000800  +
0xDC177000  0x00000800  -
0xDC177800  0x00000800  +
0xDC178000  0x00000800  -
0xDC178800  0x00000800  +
0xDC179000  0x00000800  -
0xDC179800  0x00000800  +
0xDC17A000  0x00000800  -
0xDC17A800  0x00000800  +
0xDC17B000  0x00000800  -
0xDC17B800  0x00000800  +
0xDC17C000  0x00000800  -
0xDC17C800  0x00000800  +
